"","subject","slOrder","pfOrder","languageA","languageB","SL1correct","SL2correct","PF1avg","PF2avg","SLtype","SLcorrect","PFtype","PFavg"
"18","5FddDsiDh",1,2,"Chinese","Chinese",0.428571428571429,0.452380952380952,176.875,118.75,"Chinese",0.428571428571429,"Chinese",118.75
"19","5HqfCTfn8",2,1,"English","English",0.523809523809524,0.833333333333333,125,176.875,"Chinese",0.833333333333333,"Chinese",125
"20","6F9aPRUfk",1,2,"English","English",0.404761904761905,0.5,105.625,156.875,"Chinese",0.404761904761905,"Chinese",156.875
"21","6tY22UYJe",2,2,"Chinese","Chinese",0.428571428571429,1,122.5,98.125,"Chinese",1,"Chinese",98.125
"22","76GUmLrn9",1,2,"Chinese","Chinese",0.642857142857143,0.5,100,103.125,"Chinese",0.642857142857143,"Chinese",103.125
"23","7dfASmvp6",1,2,"Chinese","Chinese",0.261904761904762,0.285714285714286,151.25,124.375,"Chinese",0.261904761904762,"Chinese",124.375
"24","7Mv4zsWTR",1,1,"English","English",0.404761904761905,0.404761904761905,140.625,140.625,"Chinese",0.404761904761905,"Chinese",140.625
"25","7WxpjknaK",1,2,"English","Chinese",0.333333333333333,0.571428571428571,114.375,80,"Chinese",0.333333333333333,"Chinese",80
"26","8cUr70AUH",1,2,"English","English",0.547619047619048,0.785714285714286,112.5,135,"Chinese",0.547619047619048,"Chinese",135
"27","8j4jGHQzy",2,1,"English","English",0.619047619047619,0.738095238095238,96.875,100.625,"Chinese",0.738095238095238,"Chinese",96.875
"28","9e75OSdl0",1,2,"Chinese","Chinese",0.333333333333333,0.214285714285714,169.375,153.125,"Chinese",0.333333333333333,"Chinese",153.125
"29","9Hk0ENjp6",2,2,"English","English",0.404761904761905,0.380952380952381,155.625,133.125,"Chinese",0.380952380952381,"Chinese",133.125
"30","9OASlTIjx",1,1,"English","English",0.595238095238095,0.928571428571429,125.625,125,"Chinese",0.595238095238095,"Chinese",125.625
"31","ABbqfgbTy",1,2,"English","Chinese",0.595238095238095,0.619047619047619,145,92.1875,"Chinese",0.595238095238095,"Chinese",92.1875
"32","af1sSmfPO",2,2,"English","Chinese",0.619047619047619,0.476190476190476,164.375,120,"Chinese",0.476190476190476,"Chinese",120
"33","b3jONZg4F",1,2,"English","Chinese",0.428571428571429,0.69047619047619,96.25,93.125,"Chinese",0.428571428571429,"Chinese",93.125
"34","B6WDfPDcM",2,2,"Chinese","Chinese",0.428571428571429,0.642857142857143,136.875,72.5,"Chinese",0.642857142857143,"Chinese",72.5
"35","bgx9i9JE4",2,1,"Chinese","Chinese",0.30952380952381,0.880952380952381,83.4375,121.875,"Chinese",0.880952380952381,"Chinese",83.4375
"36","BJNg8JqHO",2,1,"English","English",0.357142857142857,0.595238095238095,113.75,122.5,"Chinese",0.595238095238095,"Chinese",113.75
"37","bOYcugJB0",2,2,"Chinese","Chinese",0.571428571428571,0.285714285714286,100.957446808511,73.125,"Chinese",0.285714285714286,"Chinese",73.125
"38","bQzU1m2IN",1,1,"English","English",0.5,0.333333333333333,159.375,170,"Chinese",0.5,"Chinese",159.375
"39","CahZtuMmo",2,1,"Chinese","Chinese",0.404761904761905,0.428571428571429,90,231.25,"Chinese",0.428571428571429,"Chinese",90
"40","cj9sSlNhy",2,1,"English","English",0.595238095238095,0.904761904761905,100.625,112.8125,"Chinese",0.904761904761905,"Chinese",100.625
"41","ckm0CZl9F",2,2,"English","English",0.452380952380952,0.380952380952381,168.125,173.125,"Chinese",0.380952380952381,"Chinese",173.125
"42","COOK963dc",2,2,"Chinese","Chinese",0.619047619047619,0.928571428571429,114.375,78.125,"Chinese",0.928571428571429,"Chinese",78.125
"43","DcEYdrqMq",2,1,"English","English",0.666666666666667,0.857142857142857,128.125,166.875,"Chinese",0.857142857142857,"Chinese",128.125
"44","DeDUrsx50",1,1,"English","English",0.380952380952381,0.404761904761905,125,97.5,"Chinese",0.380952380952381,"Chinese",125
"45","DFbjlt2T5",1,1,"English","English",0.476190476190476,0.357142857142857,136.875,90.625,"Chinese",0.476190476190476,"Chinese",136.875
"46","DK5S1UCNH",2,1,"English","English",0.5,0.476190476190476,64.375,130.625,"Chinese",0.476190476190476,"Chinese",64.375
"47","dMPI5Fedg",2,2,"Chinese","Chinese",0.642857142857143,0.595238095238095,148.125,75.625,"Chinese",0.595238095238095,"Chinese",75.625
"48","DWI1MyuSo",2,2,"English","Chinese",0.357142857142857,0.523809523809524,177.5,168.125,"Chinese",0.523809523809524,"Chinese",168.125
"49","ej3AWvTD3",2,1,"Chinese","Chinese",0.404761904761905,0.380952380952381,82.1875,236.875,"Chinese",0.380952380952381,"Chinese",82.1875
"50","Ek7jGrPsX",2,2,"English","English",0.404761904761905,0.452380952380952,117.5,NA,"Chinese",0.452380952380952,"Chinese",295.625
"51","eS1D8GFqT",1,2,"English","English",0.428571428571429,0.642857142857143,88.75,74.6875,"Chinese",0.428571428571429,"Chinese",74.6875
"52","ESMezgMPH",2,1,"English","English",0.452380952380952,0.523809523809524,126.875,166.25,"Chinese",0.523809523809524,"Chinese",126.875
"53","EU2Y6Gne1",1,2,"English","Chinese",0.452380952380952,0.285714285714286,163.125,121.25,"Chinese",0.452380952380952,"Chinese",121.25
"54","eVL8gRyb3",1,2,"English","English",0.428571428571429,0.333333333333333,128.125,141.875,"Chinese",0.428571428571429,"Chinese",141.875
"55","eyCX5VgwM",2,2,"English","English",0.380952380952381,0.452380952380952,136.875,144.375,"Chinese",0.452380952380952,"Chinese",144.375
"56","FbJgrl6mn",2,1,"English","English",0.619047619047619,0.571428571428571,126.25,160.625,"Chinese",0.571428571428571,"Chinese",126.25
"57","fJ3Jf2RvS",1,2,"English","English",0.452380952380952,0.5,111.25,160,"Chinese",0.452380952380952,"Chinese",160
"58","fxexbVHj5",2,1,"English","English",0.428571428571429,0.333333333333333,161.25,191.875,"Chinese",0.333333333333333,"Chinese",161.25
"59","GDJyg1XOj",2,2,"Chinese","Chinese",0.404761904761905,0.714285714285714,119.375,98.125,"Chinese",0.714285714285714,"Chinese",98.125
"60","gWuY53EMT",1,1,"Chinese","Chinese",0.619047619047619,0.523809523809524,107.5,157.5,"Chinese",0.619047619047619,"Chinese",107.5
"61","hep86mJ1m",2,2,"English","English",0.880952380952381,0.976190476190476,116.875,124.375,"Chinese",0.976190476190476,"Chinese",124.375
"62","Hl5O0ZvmZ",2,1,"Chinese","Chinese",0.452380952380952,0.404761904761905,118.75,152.5,"Chinese",0.404761904761905,"Chinese",118.75
"63","HohYiTQ8U",1,1,"Chinese","Chinese",0.571428571428571,0.452380952380952,112.5,156.875,"Chinese",0.571428571428571,"Chinese",112.5
"64","Huq94j4Xu",1,1,"Chinese","Chinese",0.285714285714286,0.428571428571429,143.125,118.75,"Chinese",0.285714285714286,"Chinese",143.125
"65","hVoOSrb7X",1,1,"English","English",0.30952380952381,0.476190476190476,134.375,127.5,"Chinese",0.30952380952381,"Chinese",134.375
"66","I3VkjpbaL",1,1,"English","English",0.357142857142857,0.452380952380952,143.75,155.625,"Chinese",0.357142857142857,"Chinese",143.75
"67","I7WneYgfY",2,2,"English","English",0.357142857142857,0.380952380952381,151.25,131.875,"Chinese",0.380952380952381,"Chinese",131.875
"68","i9PBdVyvR",1,2,"English","English",0.285714285714286,0.476190476190476,98.75,95,"Chinese",0.285714285714286,"Chinese",95
"69","IdHrZOpqW",2,1,"English","English",0.357142857142857,0.380952380952381,133.125,130.625,"Chinese",0.380952380952381,"Chinese",133.125
"70","ih1EFyTVx",1,2,"Chinese","Chinese",0.380952380952381,0.452380952380952,90.9375,72.5,"Chinese",0.380952380952381,"Chinese",72.5
"71","iKg6cAK5F",2,1,"English","English",0.404761904761905,0.452380952380952,105.625,133.125,"Chinese",0.452380952380952,"Chinese",105.625
"72","iKmbi3szA",1,2,"Chinese","Chinese",0.80952380952381,0.619047619047619,145.625,166.875,"Chinese",0.80952380952381,"Chinese",166.875
"73","ItutYrKif",2,2,"English","English",0.523809523809524,0.380952380952381,145,116.25,"Chinese",0.380952380952381,"Chinese",116.25
"74","IVtpjyBeb",1,2,"English","English",0.5,0.452380952380952,141.25,131.25,"Chinese",0.5,"Chinese",131.25
"75","Izb5Y3AxY",2,2,"English","English",0.452380952380952,0.547619047619048,169.375,181.25,"Chinese",0.547619047619048,"Chinese",181.25
"76","IzLRR2Py3",2,2,"English","Chinese",0.428571428571429,0.571428571428571,150,91.875,"Chinese",0.571428571428571,"Chinese",91.875
"77","j4zeAgtHg",1,1,"English","English",0.523809523809524,0.785714285714286,146.875,102.5,"Chinese",0.523809523809524,"Chinese",146.875
"78","J5NBUJ9j9",1,2,"English","English",0.595238095238095,0.738095238095238,131.25,142.5,"Chinese",0.595238095238095,"Chinese",142.5
"79","jdUNN0C1j",1,1,"Chinese","Chinese",0.380952380952381,0.333333333333333,139.375,130.625,"Chinese",0.380952380952381,"Chinese",139.375
"80","jR9rzaSkD",1,1,"English","English",0.476190476190476,0.80952380952381,135.625,124.375,"Chinese",0.476190476190476,"Chinese",135.625
"81","JWVrKBirU",2,2,"Chinese","Chinese",0.333333333333333,0.738095238095238,136.875,203.125,"Chinese",0.738095238095238,"Chinese",203.125
"82","K29H97Yxg",1,1,"English","English",0.452380952380952,0.380952380952381,141.25,95.625,"Chinese",0.452380952380952,"Chinese",141.25
"83","k7LhKvcZn",2,2,"English","Chinese",0.523809523809524,0.380952380952381,102.5,82.5,"Chinese",0.380952380952381,"Chinese",82.5
"84","KfD6Qcb3d",1,2,"English","English",0.404761904761905,0.476190476190476,122.5,189.375,"Chinese",0.404761904761905,"Chinese",189.375
"85","ko19A3lsF",2,1,"English","English",0.523809523809524,0.5,136.875,141.875,"Chinese",0.5,"Chinese",136.875
"86","KO6e8jFOa",2,1,"Chinese","Chinese",0.357142857142857,0.738095238095238,105,143.75,"Chinese",0.738095238095238,"Chinese",105
"87","kraLZEntb",1,1,"Chinese","Chinese",0.69047619047619,0.523809523809524,87.5,101.25,"Chinese",0.69047619047619,"Chinese",87.5
"88","KTNq7gI5y",2,1,"Chinese","Chinese",0.5,0.523809523809524,110.625,128.75,"Chinese",0.523809523809524,"Chinese",110.625
"89","LBDZk0qa7",2,1,"English","Chinese",0.666666666666667,0.666666666666667,86.875,111.875,"Chinese",0.666666666666667,"Chinese",86.875
"90","LgCBgK19x",1,2,"English","Chinese",0.30952380952381,0.380952380952381,125,101.875,"Chinese",0.30952380952381,"Chinese",101.875
"91","Lu7zlWU5n",1,1,"Chinese","Chinese",0.404761904761905,0.19047619047619,146.25,127.5,"Chinese",0.404761904761905,"Chinese",146.25
"92","lZfgxNWML",1,1,"English","Chinese",0.404761904761905,0.476190476190476,115.625,183.125,"Chinese",0.404761904761905,"Chinese",115.625
"93","m176ySq4O",2,2,"English","English",0.619047619047619,0.642857142857143,81.5625,67.8125,"Chinese",0.642857142857143,"Chinese",67.8125
"94","M6W8jOyme",2,2,"Chinese","Chinese",0.333333333333333,0.547619047619048,140,88.75,"Chinese",0.547619047619048,"Chinese",88.75
"95","MIMvUQ13z",2,1,"Chinese","Chinese",0.428571428571429,0.452380952380952,98.125,144.375,"Chinese",0.452380952380952,"Chinese",98.125
"96","MjbRBsnDb",2,1,"Chinese","Chinese",0.5,0.523809523809524,79.375,135.625,"Chinese",0.523809523809524,"Chinese",79.375
"97","mlhY148g5",1,1,"English","English",0.428571428571429,0.452380952380952,128.75,101.875,"Chinese",0.428571428571429,"Chinese",128.75
"98","mqqQX7frK",1,2,"Chinese","Chinese",0.452380952380952,0.452380952380952,123.75,94.375,"Chinese",0.452380952380952,"Chinese",94.375
"99","mS4oKQeLs",1,1,"English","English",0.547619047619048,0.69047619047619,104.375,165.625,"Chinese",0.547619047619048,"Chinese",104.375
"100","MWmVJ84C3",2,1,"Chinese","Chinese",0.523809523809524,0.452380952380952,78.75,180,"Chinese",0.452380952380952,"Chinese",78.75
"101","mxBryyuTF",2,1,"Chinese","Chinese",0.238095238095238,0.428571428571429,75,111.25,"Chinese",0.428571428571429,"Chinese",75
"102","neHVhyDEN",2,1,"Chinese","Chinese",0.523809523809524,0.619047619047619,92.5,137.5,"Chinese",0.619047619047619,"Chinese",92.5
"103","nMdC9xKan",2,1,"English","English",0.5,0.428571428571429,108.125,136.875,"Chinese",0.428571428571429,"Chinese",108.125
"104","nMxj8jaxy",2,2,"English","English",0.642857142857143,0.595238095238095,112.5,105,"Chinese",0.595238095238095,"Chinese",105
"105","nomLYcqoS",1,1,"English","Chinese",0.523809523809524,0.357142857142857,93.75,131.875,"Chinese",0.523809523809524,"Chinese",93.75
"106","Nqax0KcLJ",2,1,"English","English",0.452380952380952,0.357142857142857,156.875,172.5,"Chinese",0.357142857142857,"Chinese",156.875
"107","nqe9lzIWt",1,2,"English","English",0.5,0.476190476190476,116.25,176.875,"Chinese",0.5,"Chinese",176.875
"108","nuUEiA3EL",2,2,"English","English",0.428571428571429,0.285714285714286,185,159.375,"Chinese",0.285714285714286,"Chinese",159.375
"109","NvtmrzWgC",1,1,"Chinese","Chinese",0.5,0.285714285714286,105.625,101.25,"Chinese",0.5,"Chinese",105.625
"110","O1Ob4gQyf",2,2,"English","English",0.333333333333333,0.642857142857143,104.375,131.875,"Chinese",0.642857142857143,"Chinese",131.875
"111","O8NMVbXn3",2,1,"English","English",0.452380952380952,0.357142857142857,124.375,159.375,"Chinese",0.357142857142857,"Chinese",124.375
"112","oE4N12vN7",1,2,"English","English",0.380952380952381,0.404761904761905,156.875,NA,"Chinese",0.380952380952381,"Chinese",278.125
"113","Oh7uvC3D5",1,1,"English","English",0.5,0.404761904761905,186.875,188.125,"Chinese",0.5,"Chinese",186.875
"114","oQ4HG4aqP",1,2,"English","English",0.357142857142857,0.476190476190476,121.875,148.75,"Chinese",0.357142857142857,"Chinese",148.75
"115","OrsHqz49K",2,1,"English","English",0.619047619047619,0.333333333333333,107.5,173.75,"Chinese",0.333333333333333,"Chinese",107.5
"116","Ov4hnY4Zx",2,1,"Chinese","Chinese",0.404761904761905,0.476190476190476,115.625,175,"Chinese",0.476190476190476,"Chinese",115.625
"117","OzOdv9KW9",1,2,"Chinese","Chinese",0.380952380952381,0.357142857142857,151.25,120.625,"Chinese",0.380952380952381,"Chinese",120.625
"118","p6zD8lTPE",1,1,"English","English",0.428571428571429,0.452380952380952,146.25,117.5,"Chinese",0.428571428571429,"Chinese",146.25
"119","p8EGh20s0",2,1,"Chinese","Chinese",0.404761904761905,0.380952380952381,98.125,108.125,"Chinese",0.380952380952381,"Chinese",98.125
"120","pRxtCSB4K",2,1,"English","English",0.380952380952381,0.261904761904762,101.25,120.625,"Chinese",0.261904761904762,"Chinese",101.25
"121","PTPVArlWh",2,1,"English","Chinese",0.428571428571429,0.571428571428571,131.25,176.875,"Chinese",0.571428571428571,"Chinese",131.25
"122","qkCj20k9b",2,1,"English","English",0.452380952380952,0.428571428571429,116.25,80.625,"Chinese",0.428571428571429,"Chinese",116.25
"123","QkquTg1IK",1,2,"English","English",0.523809523809524,0.30952380952381,132.5,225.625,"Chinese",0.523809523809524,"Chinese",225.625
"124","Qoxbg7wNS",2,1,"English","Chinese",0.452380952380952,0.595238095238095,117.5,170.625,"Chinese",0.595238095238095,"Chinese",117.5
"125","QSXaVaD9Z",2,2,"Chinese","Chinese",0.5,0.642857142857143,113.125,87.5,"Chinese",0.642857142857143,"Chinese",87.5
"126","r52yBk80l",1,2,"English","Chinese",0.595238095238095,0.619047619047619,170,120,"Chinese",0.595238095238095,"Chinese",120
"127","rfRvwFlfX",1,1,"Chinese","Chinese",0.619047619047619,0.523809523809524,140.625,162.5,"Chinese",0.619047619047619,"Chinese",140.625
"128","rGPKCjWaA",1,1,"English","English",0.404761904761905,0.857142857142857,163.75,98.125,"Chinese",0.404761904761905,"Chinese",163.75
"129","rKidB2qNy",2,1,"English","English",0.523809523809524,0.571428571428571,181.25,220.625,"Chinese",0.571428571428571,"Chinese",181.25
"130","RwMylUqN5",1,2,"English","English",0.595238095238095,0.69047619047619,100.3125,146.25,"Chinese",0.595238095238095,"Chinese",146.25
"131","S17chl5OH",2,2,"Chinese","Chinese",0.642857142857143,0.69047619047619,165.625,122.5,"Chinese",0.69047619047619,"Chinese",122.5
"132","s3YDFJpvQ",1,1,"English","English",0.357142857142857,0.547619047619048,139.375,113.75,"Chinese",0.357142857142857,"Chinese",139.375
"133","sc3Ss2Wnh",2,1,"Chinese","Chinese",0.404761904761905,0.380952380952381,167.5,187.5,"Chinese",0.380952380952381,"Chinese",167.5
"134","Shug2IBsp",1,2,"English","English",0.428571428571429,0.404761904761905,126.25,185,"Chinese",0.428571428571429,"Chinese",185
"135","sJvS462Nk",1,2,"Chinese","Chinese",0.452380952380952,0.666666666666667,87.8125,132.5,"Chinese",0.452380952380952,"Chinese",132.5
"136","sNo3pUCmu",1,2,"Chinese","Chinese",0.333333333333333,0.380952380952381,123.125,123.75,"Chinese",0.333333333333333,"Chinese",123.75
"137","sOkLBLZq1",2,1,"Chinese","Chinese",0.357142857142857,0.69047619047619,134.375,151.25,"Chinese",0.69047619047619,"Chinese",134.375
"138","SOL0sIe6l",2,1,"English","English",0.452380952380952,0.428571428571429,169.375,161.875,"Chinese",0.428571428571429,"Chinese",169.375
"139","sz0KayaLK",1,1,"English","English",0.523809523809524,0.428571428571429,135,110,"Chinese",0.523809523809524,"Chinese",135
"140","SzOWyaYAv",2,1,"English","English",0.333333333333333,0.404761904761905,110.625,115.625,"Chinese",0.404761904761905,"Chinese",110.625
"141","TmytTZWPZ",2,2,"English","English",0.333333333333333,0.238095238095238,158.75,164.375,"Chinese",0.238095238095238,"Chinese",164.375
"142","TRBlh7d0x",2,1,"Chinese","Chinese",0.523809523809524,0.928571428571429,104.375,200.625,"Chinese",0.928571428571429,"Chinese",104.375
"143","TwIpJJZhF",2,1,"English","English",0.476190476190476,0.5,195,191.875,"Chinese",0.5,"Chinese",195
"144","tZboAS6UJ",2,2,"English","English",0.380952380952381,0.5,206.25,153.75,"Chinese",0.5,"Chinese",153.75
"145","uIV3UtOq2",1,1,"English","English",0.428571428571429,0.523809523809524,161.875,138.125,"Chinese",0.428571428571429,"Chinese",161.875
"146","uY1dqKJ8l",2,1,"English","English",0.5,0.476190476190476,135,163.75,"Chinese",0.476190476190476,"Chinese",135
"147","v5DM61UDf",2,1,"English","English",0.523809523809524,0.785714285714286,135,151.25,"Chinese",0.785714285714286,"Chinese",135
"148","VaDPUhKnj",2,2,"English","Chinese",0.333333333333333,0.452380952380952,138.75,125.625,"Chinese",0.452380952380952,"Chinese",125.625
"149","VBFiFoxgN",1,1,"English","Chinese",0.571428571428571,0.428571428571429,148.75,123.125,"Chinese",0.571428571428571,"Chinese",148.75
"150","voTdYPpIF",2,1,"Chinese","Chinese",0.523809523809524,0.380952380952381,98.125,105,"Chinese",0.380952380952381,"Chinese",98.125
"151","W0h49Oq6j",1,2,"English","English",0.69047619047619,0.357142857142857,113.75,146.875,"Chinese",0.69047619047619,"Chinese",146.875
"152","WczF5hHqT",2,1,"English","English",0.547619047619048,0.357142857142857,123.125,145.625,"Chinese",0.357142857142857,"Chinese",123.125
"153","WEVHuoC9i",1,1,"English","English",0.357142857142857,0.285714285714286,166.875,202.5,"Chinese",0.357142857142857,"Chinese",166.875
"154","wHptnYyYN",1,1,"English","English",0.595238095238095,0.428571428571429,133.75,153.75,"Chinese",0.595238095238095,"Chinese",133.75
"155","wlxV5mN2F",2,1,"English","English",0.476190476190476,0.547619047619048,134.375,173.75,"Chinese",0.547619047619048,"Chinese",134.375
"156","x1UeW2wl2",1,1,"English","English",0.357142857142857,0.428571428571429,146.25,117.5,"Chinese",0.357142857142857,"Chinese",146.25
"157","x7wXmkakA",2,1,"English","Chinese",0.452380952380952,0.5,105,170.625,"Chinese",0.5,"Chinese",105
"158","x9sER89jy",1,1,"English","English",0.404761904761905,0.642857142857143,213.125,217.5,"Chinese",0.404761904761905,"Chinese",213.125
"159","xf3AvroPk",1,2,"English","English",0.380952380952381,0.595238095238095,143.125,181.25,"Chinese",0.380952380952381,"Chinese",181.25
"160","xoyHQyXpJ",1,1,"English","English",0.523809523809524,0.523809523809524,151.25,161.875,"Chinese",0.523809523809524,"Chinese",151.25
"161","Xy4dxEexj",2,2,"Chinese","Chinese",0.595238095238095,0.619047619047619,141.25,125.625,"Chinese",0.619047619047619,"Chinese",125.625
"162","XZBfjBBQ5",2,1,"Chinese","Chinese",0.452380952380952,0.404761904761905,96.25,137.5,"Chinese",0.404761904761905,"Chinese",96.25
"163","Y7kFpTVHV",2,2,"English","English",0.666666666666667,0.80952380952381,129.375,85.3125,"Chinese",0.80952380952381,"Chinese",85.3125
"164","yeEf2vSzQ",1,2,"English","English",0.642857142857143,0.476190476190476,128.125,175.625,"Chinese",0.642857142857143,"Chinese",175.625
"165","YFlGfEuyX",1,1,"English","Chinese",0.452380952380952,0.452380952380952,128.75,121.875,"Chinese",0.452380952380952,"Chinese",128.75
"166","yGoeo4kyj",2,1,"Chinese","Chinese",0.428571428571429,0.380952380952381,63.4375,98.75,"Chinese",0.380952380952381,"Chinese",63.4375
"167","yidRgiYNd",2,1,"Chinese","Chinese",0.428571428571429,0.547619047619048,76.875,120.625,"Chinese",0.547619047619048,"Chinese",76.875
"168","YJHSz7smI",2,2,"Chinese","Chinese",0.428571428571429,0.571428571428571,193.75,146.25,"Chinese",0.571428571428571,"Chinese",146.25
"169","yLZ1zK5UD",1,1,"English","English",0.30952380952381,0.357142857142857,200.625,231.25,"Chinese",0.30952380952381,"Chinese",200.625
"170","yn71OlDe6",2,1,"English","English",0.404761904761905,0.595238095238095,151.875,153.75,"Chinese",0.595238095238095,"Chinese",151.875
"171","yOALCQCjx",1,2,"English","English",0.452380952380952,0.428571428571429,141.875,155,"Chinese",0.452380952380952,"Chinese",155
"172","yTGoPABQy",2,1,"Chinese","Chinese",0.333333333333333,0.404761904761905,111.25,189.375,"Chinese",0.404761904761905,"Chinese",111.25
"173","yx3GRBotb",2,2,"English","Chinese",0.428571428571429,0.714285714285714,93.75,73.75,"Chinese",0.714285714285714,"Chinese",73.75
"174","z6T6SDYQk",2,2,"English","Chinese",0.404761904761905,0.30952380952381,130,94.375,"Chinese",0.30952380952381,"Chinese",94.375
"175","zGtjqpjtS",2,1,"Chinese","Chinese",0.380952380952381,0.476190476190476,86.25,116.25,"Chinese",0.476190476190476,"Chinese",86.25
"176","Zo87Js4vw",1,1,"English","English",0.547619047619048,0.571428571428571,153.75,133.75,"Chinese",0.547619047619048,"Chinese",153.75
"177","zT1OINDxl",2,2,"English","English",0.428571428571429,0.452380952380952,NA,NA,"Chinese",0.452380952380952,"Chinese",NA
"178","0aEn0wDnq",2,2,"English","Chinese",0.357142857142857,0.404761904761905,184.375,123.125,"Unfamiliar",0.357142857142857,"Chinese",123.125
"179","0BAJlOcD5",2,2,"Chinese","Chinese",0.428571428571429,0.833333333333333,133.125,96.25,"Unfamiliar",0.428571428571429,"Chinese",96.25
"180","0LT9JwaUE",1,2,"English","English",0.404761904761905,0.547619047619048,108.4375,126.25,"Unfamiliar",0.547619047619048,"Chinese",126.25
"181","1H1p7oEuK",2,2,"Chinese","Chinese",0.5,0.619047619047619,195.625,94.375,"Unfamiliar",0.5,"Chinese",94.375
"182","1l8rtfbtD",2,1,"English","English",0.285714285714286,0.357142857142857,131.25,NA,"Unfamiliar",0.285714285714286,"Chinese",131.25
"183","2ck1akV3d",2,2,"Chinese","Chinese",0.333333333333333,0.785714285714286,185,95.625,"Unfamiliar",0.333333333333333,"Chinese",95.625
"184","2fOJx7I5L",2,1,"English","English",0.452380952380952,0.357142857142857,116.875,134.375,"Unfamiliar",0.452380952380952,"Chinese",116.875
"185","2I54W9ZAX",2,1,"English","English",0.642857142857143,0.380952380952381,139.375,119.375,"Unfamiliar",0.642857142857143,"Chinese",139.375
"186","2q9t5vo2D",1,1,"Chinese","Chinese",0.30952380952381,0.357142857142857,109.6875,209.375,"Unfamiliar",0.357142857142857,"Chinese",109.6875
"187","2zbTVYg1w",1,2,"Chinese","Chinese",0.880952380952381,0.5,100,104.375,"Unfamiliar",0.5,"Chinese",104.375
"188","33V6zn2gn",2,2,"English","English",0.666666666666667,0.523809523809524,128.75,126.5625,"Unfamiliar",0.666666666666667,"Chinese",126.5625
"189","3o0EmVRqQ",1,1,"English","English",0.452380952380952,0.428571428571429,132.5,111.25,"Unfamiliar",0.428571428571429,"Chinese",132.5
"190","3O2VgVcWv",2,2,"Chinese","Chinese",0.428571428571429,0.642857142857143,122.5,87.5,"Unfamiliar",0.428571428571429,"Chinese",87.5
"191","3SRSHC1gh",2,1,"Chinese","Chinese",0.333333333333333,0.357142857142857,76.25,103.75,"Unfamiliar",0.333333333333333,"Chinese",76.25
"192","4c0n27tza",1,1,"English","English",0.642857142857143,0.714285714285714,125,128.125,"Unfamiliar",0.714285714285714,"Chinese",125
"193","5A7nSw9JF",1,1,"Chinese","Chinese",0.476190476190476,0.476190476190476,111.25,116.25,"Unfamiliar",0.476190476190476,"Chinese",111.25
"194","5F6SvT2jB",2,2,"Chinese","Chinese",0.261904761904762,0.452380952380952,125,59.0625,"Unfamiliar",0.261904761904762,"Chinese",59.0625
