"","subject","slOrder","pfOrder","languageA","languageB","SLcorrectChinese","SLcorrectUnfamiliar","PFavgChinese","PFavgUnfamiliar","SL1correct","SL2correct","PF1avg","PF2avg"
"18","5F6SvT2jB",2,2,"Chinese","Chinese",0.452380952380952,0.261904761904762,59.0625,125,0.261904761904762,0.452380952380952,125,59.0625
"19","5FddDsiDh",1,2,"Chinese","Chinese",0.428571428571429,0.452380952380952,118.75,176.875,0.428571428571429,0.452380952380952,176.875,118.75
"20","5HqfCTfn8",2,1,"English","English",0.833333333333333,0.523809523809524,125,176.875,0.523809523809524,0.833333333333333,125,176.875
"21","6F9aPRUfk",1,2,"English","English",0.404761904761905,0.5,156.875,105.625,0.404761904761905,0.5,105.625,156.875
"22","6tY22UYJe",2,2,"Chinese","Chinese",1,0.428571428571429,98.125,122.5,0.428571428571429,1,122.5,98.125
"23","76GUmLrn9",1,2,"Chinese","Chinese",0.642857142857143,0.5,103.125,100,0.642857142857143,0.5,100,103.125
"24","7dfASmvp6",1,2,"Chinese","Chinese",0.261904761904762,0.285714285714286,124.375,151.25,0.261904761904762,0.285714285714286,151.25,124.375
"25","7Mv4zsWTR",1,1,"English","English",0.404761904761905,0.404761904761905,140.625,140.625,0.404761904761905,0.404761904761905,140.625,140.625
"26","7WxpjknaK",1,2,"English","Chinese",0.333333333333333,0.571428571428571,80,114.375,0.333333333333333,0.571428571428571,114.375,80
"27","8cUr70AUH",1,2,"English","English",0.547619047619048,0.785714285714286,135,112.5,0.547619047619048,0.785714285714286,112.5,135
"28","8j4jGHQzy",2,1,"English","English",0.738095238095238,0.619047619047619,96.875,100.625,0.619047619047619,0.738095238095238,96.875,100.625
"30","9e75OSdl0",1,2,"Chinese","Chinese",0.333333333333333,0.214285714285714,153.125,169.375,0.333333333333333,0.214285714285714,169.375,153.125
"31","9Hk0ENjp6",2,2,"English","English",0.380952380952381,0.404761904761905,133.125,155.625,0.404761904761905,0.380952380952381,155.625,133.125
"34","9OASlTIjx",1,1,"English","English",0.595238095238095,0.928571428571429,125.625,125,0.595238095238095,0.928571428571429,125.625,125
"35","ABbqfgbTy",1,2,"English","Chinese",0.595238095238095,0.619047619047619,92.1875,145,0.595238095238095,0.619047619047619,145,92.1875
"36","af1sSmfPO",2,2,"English","Chinese",0.476190476190476,0.619047619047619,120,164.375,0.619047619047619,0.476190476190476,164.375,120
"37","b3jONZg4F",1,2,"English","Chinese",0.428571428571429,0.69047619047619,93.125,96.25,0.428571428571429,0.69047619047619,96.25,93.125
"38","B6WDfPDcM",2,2,"Chinese","Chinese",0.642857142857143,0.428571428571429,72.5,136.875,0.428571428571429,0.642857142857143,136.875,72.5
"39","bgx9i9JE4",2,1,"Chinese","Chinese",0.880952380952381,0.30952380952381,83.4375,121.875,0.30952380952381,0.880952380952381,83.4375,121.875
"40","BJNg8JqHO",2,1,"English","English",0.595238095238095,0.357142857142857,113.75,122.5,0.357142857142857,0.595238095238095,113.75,122.5
"41","bOYcugJB0",2,2,"Chinese","Chinese",0.285714285714286,0.571428571428571,73.125,100.957446808511,0.571428571428571,0.285714285714286,100.957446808511,73.125
"42","bQzU1m2IN",1,1,"English","English",0.5,0.333333333333333,159.375,170,0.5,0.333333333333333,159.375,170
"43","CahZtuMmo",2,1,"Chinese","Chinese",0.428571428571429,0.404761904761905,90,231.25,0.404761904761905,0.428571428571429,90,231.25
"44","cj9sSlNhy",2,1,"English","English",0.904761904761905,0.595238095238095,100.625,112.8125,0.595238095238095,0.904761904761905,100.625,112.8125
"45","ckm0CZl9F",2,2,"English","English",0.380952380952381,0.452380952380952,173.125,168.125,0.452380952380952,0.380952380952381,168.125,173.125
"46","COOK963dc",2,2,"Chinese","Chinese",0.928571428571429,0.619047619047619,78.125,114.375,0.619047619047619,0.928571428571429,114.375,78.125
"48","DcEYdrqMq",2,1,"English","English",0.857142857142857,0.666666666666667,128.125,166.875,0.666666666666667,0.857142857142857,128.125,166.875
"50","DeDUrsx50",1,1,"English","English",0.380952380952381,0.404761904761905,125,97.5,0.380952380952381,0.404761904761905,125,97.5
"51","DFbjlt2T5",1,1,"English","English",0.476190476190476,0.357142857142857,136.875,90.625,0.476190476190476,0.357142857142857,136.875,90.625
"52","DK5S1UCNH",2,1,"English","English",0.476190476190476,0.5,64.375,130.625,0.5,0.476190476190476,64.375,130.625
"53","dMPI5Fedg",2,2,"Chinese","Chinese",0.595238095238095,0.642857142857143,75.625,148.125,0.642857142857143,0.595238095238095,148.125,75.625
"54","DWI1MyuSo",2,2,"English","Chinese",0.523809523809524,0.357142857142857,168.125,177.5,0.357142857142857,0.523809523809524,177.5,168.125
"56","ej3AWvTD3",2,1,"Chinese","Chinese",0.380952380952381,0.404761904761905,82.1875,236.875,0.404761904761905,0.380952380952381,82.1875,236.875
"57","Ek7jGrPsX",2,2,"English","English",0.452380952380952,0.404761904761905,NA,117.5,0.404761904761905,0.452380952380952,117.5,NA
"59","eS1D8GFqT",1,2,"English","English",0.428571428571429,0.642857142857143,74.6875,88.75,0.428571428571429,0.642857142857143,88.75,74.6875
"60","ESMezgMPH",2,1,"English","English",0.523809523809524,0.452380952380952,126.875,166.25,0.452380952380952,0.523809523809524,126.875,166.25
"61","EU2Y6Gne1",1,2,"English","Chinese",0.452380952380952,0.285714285714286,121.25,163.125,0.452380952380952,0.285714285714286,163.125,121.25
"62","eVL8gRyb3",1,2,"English","English",0.428571428571429,0.333333333333333,141.875,128.125,0.428571428571429,0.333333333333333,128.125,141.875
"63","eyCX5VgwM",2,2,"English","English",0.452380952380952,0.380952380952381,144.375,136.875,0.380952380952381,0.452380952380952,136.875,144.375
"64","FbJgrl6mn",2,1,"English","English",0.571428571428571,0.619047619047619,126.25,160.625,0.619047619047619,0.571428571428571,126.25,160.625
"65","fJ3Jf2RvS",1,2,"English","English",0.452380952380952,0.5,160,111.25,0.452380952380952,0.5,111.25,160
"66","fxexbVHj5",2,1,"English","English",0.333333333333333,0.428571428571429,161.25,191.875,0.428571428571429,0.333333333333333,161.25,191.875
"67","GDJyg1XOj",2,2,"Chinese","Chinese",0.714285714285714,0.404761904761905,98.125,119.375,0.404761904761905,0.714285714285714,119.375,98.125
"69","gWuY53EMT",1,1,"Chinese","Chinese",0.619047619047619,0.523809523809524,107.5,157.5,0.619047619047619,0.523809523809524,107.5,157.5
"71","hep86mJ1m",2,2,"English","English",0.976190476190476,0.880952380952381,124.375,116.875,0.880952380952381,0.976190476190476,116.875,124.375
"72","Hl5O0ZvmZ",2,1,"Chinese","Chinese",0.404761904761905,0.452380952380952,118.75,152.5,0.452380952380952,0.404761904761905,118.75,152.5
"73","HohYiTQ8U",1,1,"Chinese","Chinese",0.571428571428571,0.452380952380952,112.5,156.875,0.571428571428571,0.452380952380952,112.5,156.875
"74","Huq94j4Xu",1,1,"Chinese","Chinese",0.285714285714286,0.428571428571429,143.125,118.75,0.285714285714286,0.428571428571429,143.125,118.75
"75","hVoOSrb7X",1,1,"English","English",0.30952380952381,0.476190476190476,134.375,127.5,0.30952380952381,0.476190476190476,134.375,127.5
"76","I3VkjpbaL",1,1,"English","English",0.357142857142857,0.452380952380952,143.75,155.625,0.357142857142857,0.452380952380952,143.75,155.625
"77","I7WneYgfY",2,2,"English","English",0.380952380952381,0.357142857142857,131.875,151.25,0.357142857142857,0.380952380952381,151.25,131.875
"78","i9PBdVyvR",1,2,"English","English",0.285714285714286,0.476190476190476,95,98.75,0.285714285714286,0.476190476190476,98.75,95
"79","IdHrZOpqW",2,1,"English","English",0.380952380952381,0.357142857142857,133.125,130.625,0.357142857142857,0.380952380952381,133.125,130.625
"80","ih1EFyTVx",1,2,"Chinese","Chinese",0.380952380952381,0.452380952380952,72.5,90.9375,0.380952380952381,0.452380952380952,90.9375,72.5
"81","iKg6cAK5F",2,1,"English","English",0.452380952380952,0.404761904761905,105.625,133.125,0.404761904761905,0.452380952380952,105.625,133.125
"82","iKmbi3szA",1,2,"Chinese","Chinese",0.80952380952381,0.619047619047619,166.875,145.625,0.80952380952381,0.619047619047619,145.625,166.875
"83","ItutYrKif",2,2,"English","English",0.380952380952381,0.523809523809524,116.25,145,0.523809523809524,0.380952380952381,145,116.25
"84","IVtpjyBeb",1,2,"English","English",0.5,0.452380952380952,131.25,141.25,0.5,0.452380952380952,141.25,131.25
"85","Izb5Y3AxY",2,2,"English","English",0.547619047619048,0.452380952380952,181.25,169.375,0.452380952380952,0.547619047619048,169.375,181.25
"86","IzLRR2Py3",2,2,"English","Chinese",0.571428571428571,0.428571428571429,91.875,150,0.428571428571429,0.571428571428571,150,91.875
"87","j4zeAgtHg",1,1,"English","English",0.523809523809524,0.785714285714286,146.875,102.5,0.523809523809524,0.785714285714286,146.875,102.5
"88","J5NBUJ9j9",1,2,"English","English",0.595238095238095,0.738095238095238,142.5,131.25,0.595238095238095,0.738095238095238,131.25,142.5
"90","jdUNN0C1j",1,1,"Chinese","Chinese",0.380952380952381,0.333333333333333,139.375,130.625,0.380952380952381,0.333333333333333,139.375,130.625
"92","jR9rzaSkD",1,1,"English","English",0.476190476190476,0.80952380952381,135.625,124.375,0.476190476190476,0.80952380952381,135.625,124.375
"93","JWVrKBirU",2,2,"Chinese","Chinese",0.738095238095238,0.333333333333333,203.125,136.875,0.333333333333333,0.738095238095238,136.875,203.125
"94","K29H97Yxg",1,1,"English","English",0.452380952380952,0.380952380952381,141.25,95.625,0.452380952380952,0.380952380952381,141.25,95.625
"95","k7LhKvcZn",2,2,"English","Chinese",0.380952380952381,0.523809523809524,82.5,102.5,0.523809523809524,0.380952380952381,102.5,82.5
"96","KfD6Qcb3d",1,2,"English","English",0.404761904761905,0.476190476190476,189.375,122.5,0.404761904761905,0.476190476190476,122.5,189.375
"98","ko19A3lsF",2,1,"English","English",0.5,0.523809523809524,136.875,141.875,0.523809523809524,0.5,136.875,141.875
"99","KO6e8jFOa",2,1,"Chinese","Chinese",0.738095238095238,0.357142857142857,105,143.75,0.357142857142857,0.738095238095238,105,143.75
"100","kraLZEntb",1,1,"Chinese","Chinese",0.69047619047619,0.523809523809524,87.5,101.25,0.69047619047619,0.523809523809524,87.5,101.25
"101","KTNq7gI5y",2,1,"Chinese","Chinese",0.523809523809524,0.5,110.625,128.75,0.5,0.523809523809524,110.625,128.75
"102","LBDZk0qa7",2,1,"English","Chinese",0.666666666666667,0.666666666666667,86.875,111.875,0.666666666666667,0.666666666666667,86.875,111.875
"104","LgCBgK19x",1,2,"English","Chinese",0.30952380952381,0.380952380952381,101.875,125,0.30952380952381,0.380952380952381,125,101.875
"105","Lu7zlWU5n",1,1,"Chinese","Chinese",0.404761904761905,0.19047619047619,146.25,127.5,0.404761904761905,0.19047619047619,146.25,127.5
"106","lZfgxNWML",1,1,"English","Chinese",0.404761904761905,0.476190476190476,115.625,183.125,0.404761904761905,0.476190476190476,115.625,183.125
"107","m176ySq4O",2,2,"English","English",0.642857142857143,0.619047619047619,67.8125,81.5625,0.619047619047619,0.642857142857143,81.5625,67.8125
"108","M6W8jOyme",2,2,"Chinese","Chinese",0.547619047619048,0.333333333333333,88.75,140,0.333333333333333,0.547619047619048,140,88.75
"111","MIMvUQ13z",2,1,"Chinese","Chinese",0.452380952380952,0.428571428571429,98.125,144.375,0.428571428571429,0.452380952380952,98.125,144.375
"112","MjbRBsnDb",2,1,"Chinese","Chinese",0.523809523809524,0.5,79.375,135.625,0.5,0.523809523809524,79.375,135.625
"113","mlhY148g5",1,1,"English","English",0.428571428571429,0.452380952380952,128.75,101.875,0.428571428571429,0.452380952380952,128.75,101.875
"114","mqqQX7frK",1,2,"Chinese","Chinese",0.452380952380952,0.452380952380952,94.375,123.75,0.452380952380952,0.452380952380952,123.75,94.375
"115","mS4oKQeLs",1,1,"English","English",0.547619047619048,0.69047619047619,104.375,165.625,0.547619047619048,0.69047619047619,104.375,165.625
"117","MWmVJ84C3",2,1,"Chinese","Chinese",0.452380952380952,0.523809523809524,78.75,180,0.523809523809524,0.452380952380952,78.75,180
"118","mxBryyuTF",2,1,"Chinese","Chinese",0.428571428571429,0.238095238095238,75,111.25,0.238095238095238,0.428571428571429,75,111.25
"120","neHVhyDEN",2,1,"Chinese","Chinese",0.619047619047619,0.523809523809524,92.5,137.5,0.523809523809524,0.619047619047619,92.5,137.5
"121","nMdC9xKan",2,1,"English","English",0.428571428571429,0.5,108.125,136.875,0.5,0.428571428571429,108.125,136.875
"122","nMxj8jaxy",2,2,"English","English",0.595238095238095,0.642857142857143,105,112.5,0.642857142857143,0.595238095238095,112.5,105
"123","nomLYcqoS",1,1,"English","Chinese",0.523809523809524,0.357142857142857,93.75,131.875,0.523809523809524,0.357142857142857,93.75,131.875
"124","Nqax0KcLJ",2,1,"English","English",0.357142857142857,0.452380952380952,156.875,172.5,0.452380952380952,0.357142857142857,156.875,172.5
"125","nqe9lzIWt",1,2,"English","English",0.5,0.476190476190476,176.875,116.25,0.5,0.476190476190476,116.25,176.875
"126","nuUEiA3EL",2,2,"English","English",0.285714285714286,0.428571428571429,159.375,185,0.428571428571429,0.285714285714286,185,159.375
"127","NvtmrzWgC",1,1,"Chinese","Chinese",0.5,0.285714285714286,105.625,101.25,0.5,0.285714285714286,105.625,101.25
"129","O1Ob4gQyf",2,2,"English","English",0.642857142857143,0.333333333333333,131.875,104.375,0.333333333333333,0.642857142857143,104.375,131.875
"130","O8NMVbXn3",2,1,"English","English",0.357142857142857,0.452380952380952,124.375,159.375,0.452380952380952,0.357142857142857,124.375,159.375
"132","oE4N12vN7",1,2,"English","English",0.380952380952381,0.404761904761905,278.125,156.875,0.380952380952381,0.404761904761905,156.875,NA
"133","Oh7uvC3D5",1,1,"English","English",0.5,0.404761904761905,186.875,188.125,0.5,0.404761904761905,186.875,188.125
"134","oQ4HG4aqP",1,2,"English","English",0.357142857142857,0.476190476190476,148.75,121.875,0.357142857142857,0.476190476190476,121.875,148.75
"135","OrsHqz49K",2,1,"English","English",0.333333333333333,0.619047619047619,107.5,173.75,0.619047619047619,0.333333333333333,107.5,173.75
"137","Ov4hnY4Zx",2,1,"Chinese","Chinese",0.476190476190476,0.404761904761905,115.625,175,0.404761904761905,0.476190476190476,115.625,175
"138","OzOdv9KW9",1,2,"Chinese","Chinese",0.380952380952381,0.357142857142857,120.625,151.25,0.380952380952381,0.357142857142857,151.25,120.625
"139","p6zD8lTPE",1,1,"English","English",0.428571428571429,0.452380952380952,146.25,117.5,0.428571428571429,0.452380952380952,146.25,117.5
"140","p8EGh20s0",2,1,"Chinese","Chinese",0.380952380952381,0.404761904761905,98.125,108.125,0.404761904761905,0.380952380952381,98.125,108.125
"143","pRxtCSB4K",2,1,"English","English",0.261904761904762,0.380952380952381,101.25,120.625,0.380952380952381,0.261904761904762,101.25,120.625
"144","PTPVArlWh",2,1,"English","Chinese",0.571428571428571,0.428571428571429,131.25,176.875,0.428571428571429,0.571428571428571,131.25,176.875
"145","qkCj20k9b",2,1,"English","English",0.428571428571429,0.452380952380952,116.25,80.625,0.452380952380952,0.428571428571429,116.25,80.625
"146","QkquTg1IK",1,2,"English","English",0.523809523809524,0.30952380952381,225.625,132.5,0.523809523809524,0.30952380952381,132.5,225.625
"147","Qoxbg7wNS",2,1,"English","Chinese",0.595238095238095,0.452380952380952,117.5,170.625,0.452380952380952,0.595238095238095,117.5,170.625
"148","QSXaVaD9Z",2,2,"Chinese","Chinese",0.642857142857143,0.5,87.5,113.125,0.5,0.642857142857143,113.125,87.5
"149","r52yBk80l",1,2,"English","Chinese",0.595238095238095,0.619047619047619,120,170,0.595238095238095,0.619047619047619,170,120
"150","rfRvwFlfX",1,1,"Chinese","Chinese",0.619047619047619,0.523809523809524,140.625,162.5,0.619047619047619,0.523809523809524,140.625,162.5
"151","rGPKCjWaA",1,1,"English","English",0.404761904761905,0.857142857142857,163.75,98.125,0.404761904761905,0.857142857142857,163.75,98.125
"152","rKidB2qNy",2,1,"English","English",0.571428571428571,0.523809523809524,181.25,220.625,0.523809523809524,0.571428571428571,181.25,220.625
"153","RwMylUqN5",1,2,"English","English",0.595238095238095,0.69047619047619,146.25,100.3125,0.595238095238095,0.69047619047619,100.3125,146.25
"154","S17chl5OH",2,2,"Chinese","Chinese",0.69047619047619,0.642857142857143,122.5,165.625,0.642857142857143,0.69047619047619,165.625,122.5
"155","s3YDFJpvQ",1,1,"English","English",0.357142857142857,0.547619047619048,139.375,113.75,0.357142857142857,0.547619047619048,139.375,113.75
"156","sc3Ss2Wnh",2,1,"Chinese","Chinese",0.380952380952381,0.404761904761905,167.5,187.5,0.404761904761905,0.380952380952381,167.5,187.5
"158","Shug2IBsp",1,2,"English","English",0.428571428571429,0.404761904761905,185,126.25,0.428571428571429,0.404761904761905,126.25,185
"159","sJvS462Nk",1,2,"Chinese","Chinese",0.452380952380952,0.666666666666667,132.5,87.8125,0.452380952380952,0.666666666666667,87.8125,132.5
"160","sNo3pUCmu",1,2,"Chinese","Chinese",0.333333333333333,0.380952380952381,123.75,123.125,0.333333333333333,0.380952380952381,123.125,123.75
